X,Y,objectid,featuretype,descripton,class,facility_name,facility_operationalstatus,facility_address,abs_suburb,facility_state,abs_postcode,facility_attribute_source,facility_attribute_date,facility_source,facility_date,facility_spatial_confidence,facility_revised,comment_,facility_lat,facility_long,validated,gnaf_building_name,gnaf_address_detail_pid,gnaf_formatted_address,gnaf_confidence,gnaf_postcode,gnaf_suburb,distance_to_gnaf,gnaf_lat,gnaf_long
132.613899949,-21.2445000559999,904,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,WILLOWRA POLICE STATION,OPERATIONAL,LANDER RIVER ROAD,WILLOWRA,NORTHERN TERRITORY,0872,"NORTHERN TERRITORY POLICE, FIR",,"NORTHERN TERRITORY POLICE, FIR",,,2016/07/27 00:00:00+00,NO GNAF POINT,-21.244500055999936,132.61389994900003,,,,,,,,,,
130.638611111,-11.7597221999999,905,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,WURRUMIYANGA POLICE STATION,OPERATIONAL,PUTI DRIVE,WURRUMIYANGA,NORTHERN TERRITORY,0822,"NORTHERN TERRITORY POLICE, FIR",,"NORTHERN TERRITORY POLICE, FIR",,,2016/07/27 00:00:00+00,NO GNAF POINT,-11.759722199999942,130.63861111100005,,,,,,,,,,
130.88329999,-16.44440006,906,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,YARRALIN POLICE STATION,OPERATIONAL,,YARRALIN,NORTHERN TERRITORY,0852,"NORTHERN TERRITORY POLICE, FIR",,"NORTHERN TERRITORY POLICE, FIR",,,2016/07/27 00:00:00+00,NO GNAF POINT,-16.444400059999964,130.88329999000007,,,,,,,,,,
131.800831828,-22.2553047979999,907,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,YUENDUMU POLICE STATION,OPERATIONAL,,YUENDUMU,NORTHERN TERRITORY,0872,"NORTHERN TERRITORY POLICE, FIR",,"NORTHERN TERRITORY POLICE, FIR",,,2016/07/27 00:00:00+00,NO GNAF POINT,-22.25530479799994,131.800831828,,,,,,,,,,
149.137604,-35.3099389999999,908,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,AFP - ACT - BARTON POLICE COLLEGE,OPERATIONAL,9 BRISBANE AVENUE,BARTON,AUSTRALIAN CAPITAL TERRITORY,2600,WWW.AFP.GOV.AU,,WWW.AFP.GOV.AU,,,2018/08/16 00:00:00+00,,-35.30993899999993,149.137604,,AUSTRALIAN FEDERAL POLICE COLLEGE,GAACT714875372,9 BRISBANE AVENUE,2,2600,BARTON,0,-35.30993948999998,149.13760373000002
149.135614,-35.304814,909,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,AFP - ACT NHQ - EDMUND BARTON BUILDING,OPERATIONAL,47 KINGS AVENUE,BARTON,AUSTRALIAN CAPITAL TERRITORY,2600,WWW.AFP.GOV.AU,,WWW.AFP.GOV.AU,,,2018/08/16 00:00:00+00,,-35.304813999999965,149.13561400000003,,NATIONAL LAND,GAACT714879111,47 KINGS AVENUE,1,2600,BARTON,64,-35.30429154999996,149.13532610000004
149.06698876,-35.2447842089999,910,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,BELCONNEN POLICE STATION,OPERATIONAL,CNR BENJAMIN WAY & MARKET STREET,BELCONNEN,AUSTRALIAN CAPITAL TERRITORY,2617,ACT EMERGENCY SERVICES AGENCY,,ACT EMERGENCY SERVICES AGENCY,,,2018/05/31 00:00:00+00,,-35.24478420899993,149.06698876000007,,BELCONNEN POLICE STATION,GAACT718334115,100 BENJAMIN WAY,0,2617,BELCONNEN,18,-35.244759639999984,149.06718090000004
149.066727928,-35.243309993,911,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,REGIONAL HEADQUARTERS (WINCHESTER POLICE CENTRE),OPERATIONAL,CNR COLLEGE STREET & BENJAMIN WAY,BELCONNEN,AUSTRALIAN CAPITAL TERRITORY,2617,ACT EMERGENCY SERVICES AGENCY,,ACT EMERGENCY SERVICES AGENCY,,,2018/05/31 00:00:00+00,,-35.24330999299997,149.0667279280001,,BELCONNEN POLICE STATION,GAACT718334115,100 BENJAMIN WAY,0,2617,BELCONNEN,166,-35.244759639999984,149.06718090000004
149.067021,-35.244636,912,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,AFP - ACT - BELCONNEN POLICE STATION,OPERATIONAL,BENJAMIN WAY,BELCONNEN,AUSTRALIAN CAPITAL TERRITORY,2617,WWW.AFP.GOV.AU,,WWW.AFP.GOV.AU,,,2018/08/16 00:00:00+00,,-35.24463599999996,149.06702100000007,,BELCONNEN POLICE STATION,GAACT718334115,100 BENJAMIN WAY,0,2617,BELCONNEN,20,-35.244759639999984,149.06718090000004
149.066337,-35.244066,913,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,AFP - ACT - WINCHESTER CENTRE,OPERATIONAL,CNR BENJAMIN WAY & COLLEGE STREET,BELCONNEN,AUSTRALIAN CAPITAL TERRITORY,2617,WWW.AFP.GOV.AU,,WWW.AFP.GOV.AU,,,2018/08/16 00:00:00+00,,-35.244065999999975,149.0663370000001,,BELCONNEN POLICE STATION,GAACT718334115,100 BENJAMIN WAY,0,2617,BELCONNEN,109,-35.244759639999984,149.06718090000004
149.188067,-35.310236,914,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,AFP - ACT AVIATION - CANBERRA AIRPORT,OPERATIONAL,39 BRINDABELLA CIRCUIT,CANBERRA AIRPORT,AUSTRALIAN CAPITAL TERRITORY,2609,WWW.AFP.GOV.AU,,WWW.AFP.GOV.AU,,,2018/08/16 00:00:00+00,,-35.310235999999975,149.18806700000005,,,GAACT718741449,39 BRINDABELLA CIRCUIT,1,2609,CANBERRA AIRPORT,18,-35.31036874999995,149.18818725000006
149.12622,-35.2808909999999,915,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,AFP - ACT - CITY POLICE STATION,OPERATIONAL,18 LONDON CIRCUIT,CITY,AUSTRALIAN CAPITAL TERRITORY,2601,WWW.AFP.GOV.AU,,WWW.AFP.GOV.AU,,,2018/08/16 00:00:00+00,,-35.28089099999994,149.1262200000001,,POLICE STATION,GAACT714873042,18 LONDON CIRCUIT,1,2601,CITY,1,-35.280886979999934,149.12622398000008
149.126224009,-35.280886993,916,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,CITY POLICE STATION,OPERATIONAL,16 LONDON CIRCUIT,CITY,AUSTRALIAN CAPITAL TERRITORY,2601,ACT EMERGENCY SERVICES AGENCY,,ACT EMERGENCY SERVICES AGENCY,,,2018/05/31 00:00:00+00,,-35.28088699299997,149.1262240090001,,POLICE STATION,GAACT714873041,16 LONDON CIRCUIT,1,2601,CITY,14,-35.28098764999993,149.12613866000004
149.070073,-35.4181209999999,917,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,AFP - ACT - TUGGERANONG POLICE STATION,OPERATIONAL,269 ANKETELL STREET,GREENWAY,AUSTRALIAN CAPITAL TERRITORY,2900,WWW.AFP.GOV.AU,,WWW.AFP.GOV.AU,,,2018/08/16 00:00:00+00,,-35.41812099999993,149.0700730000001,,POLICE STATION,GAACT714923707,269 ANKETELL STREET,1,2900,GREENWAY,43,-35.41850989999995,149.07008070000006
149.070081045,-35.4185100359999,918,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,TUGGERANONG POLICE STATION,OPERATIONAL,269 ANKETELL STREET,GREENWAY,AUSTRALIAN CAPITAL TERRITORY,2900,ACT EMERGENCY SERVICES AGENCY,,ACT EMERGENCY SERVICES AGENCY,,,2018/05/31 00:00:00+00,,-35.41851003599993,149.07008104500005,,POLICE STATION,GAACT714923707,269 ANKETELL STREET,1,2900,GREENWAY,0,-35.41850989999995,149.07008070000006
149.132259,-35.1826349999999,919,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,GUNGAHLIN POLICE STATION,OPERATIONAL,31 ANTHONY ROLFE AVENUE,GUNGAHLIN,AUSTRALIAN CAPITAL TERRITORY,2912,ACT EMERGENCY SERVICES AGENCY,,ACT EMERGENCY SERVICES AGENCY,,,2018/05/31 00:00:00+00,,-35.18263499999995,149.1322590000001,,AMBULANCE STATION,GAACT715320316,31 ANTHONY ROLFE AVENUE,1,2912,GUNGAHLIN,0,-35.18263450999996,149.1322586000001
132.786131431,-14.5277234659999,920,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,MARANBOY POLICE STATION,OPERATIONAL,CENTRAL ARNHEM ROAD,BESWICK CREEK,NORTHERN TERRITORY,0852,"NORTHERN TERRITORY POLICE, FIR",,"NORTHERN TERRITORY POLICE, FIR",,,2016/07/27 00:00:00+00,NO GNAF POINT,-14.52772346599994,132.78613143100006,,,,,,,,,,
134.334748,-13.666171,921,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,BULMAN POLICE STATION,OPERATIONAL,,BULMAN WEEMOL,NORTHERN TERRITORY,0852,"NORTHERN TERRITORY POLICE, FIR",,"NORTHERN TERRITORY POLICE, FIR",,,2016/07/27 00:00:00+00,NO GNAF POINT,-13.666170999999963,134.3347480000001,,,,,,,,,,
132.906950786,-23.709166156,922,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,HERMANNSBURG POLICE STATION,OPERATIONAL,,BURT PLAIN,NORTHERN TERRITORY,0872,"NORTHERN TERRITORY POLICE, FIR",,"NORTHERN TERRITORY POLICE, FIR",,,2016/07/27 00:00:00+00,NO GNAF POINT,-23.70916615599998,132.90695078600004,,,,,,,,,,
134.577900082,-25.582100032,923,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,FINKE POLICE STATION,OPERATIONAL,FINKE COMMON,FINKE,NORTHERN TERRITORY,0872,"NORTHERN TERRITORY POLICE, FIR",,"NORTHERN TERRITORY POLICE, FIR",,,2016/07/27 00:00:00+00,NO GNAF POINT,-25.58210003199997,134.57790008200004,,,,,,,,,,
135.566354551,-12.023433683,924,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,GALIWINKU POLICE STATION,OPERATIONAL,,GALIWINKU,NORTHERN TERRITORY,0822,"NORTHERN TERRITORY POLICE, FIR",,"NORTHERN TERRITORY POLICE, FIR",,,2016/07/27 00:00:00+00,NO GNAF POINT,-12.02343368299995,135.56635455100002,,,,,,,,,,
135.807,-12.4999999999999,925,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,GAPUWIYAK,OPERATIONAL,194 GAPUWIYAK COMMON,GAPUWIYAK,NORTHERN TERRITORY,0880,"NORTHERN TERRITORY POLICE, FIR",,"NORTHERN TERRITORY POLICE, FIR",,,2016/07/27 00:00:00+00,NO GNAF POINT,-12.499999999999943,135.80700000000002,,,,,,,,,,
133.054234739,-12.324699811,926,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,GUNBALANYA (OENPELLI) POLICE STATION,OPERATIONAL,,GUNBALANYA,NORTHERN TERRITORY,0822,"NORTHERN TERRITORY POLICE, FIR",,"NORTHERN TERRITORY POLICE, FIR",,,2016/07/27 00:00:00+00,NO GNAF POINT,-12.32469981099996,133.0542347390001,,,,,,,,,,
131.88055078,-23.449937775,927,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,HAASTS BLUFF POLICE STATION,OPERATIONAL,LOT 73,HAASTS BLUFF,NORTHERN TERRITORY,0872,"NORTHERN TERRITORY POLICE, FIR",,"NORTHERN TERRITORY POLICE, FIR",,,2016/07/27 00:00:00+00,NO GNAF POINT,-23.449937774999967,131.88055078000002,,,,,,,,,,
132.569999942,-25.127200027,928,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,IMANPA POLICE STATION,OPERATIONAL,WATERHOLE ROAD,IMANPA,NORTHERN TERRITORY,0872,"NORTHERN TERRITORY POLICE, FIR",,"NORTHERN TERRITORY POLICE, FIR",,,2016/07/27 00:00:00+00,NO GNAF POINT,-25.127200026999958,132.5699999420001,,,,,,,,,,
149.132694,-35.18274,929,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,AFP - ACT - GUNGAHLIN POLICE STATION,OPERATIONAL,31 ANTHONY ROLFE AVENUE,GUNGAHLIN,AUSTRALIAN CAPITAL TERRITORY,2912,WWW.AFP.GOV.AU,,WWW.AFP.GOV.AU,,,2018/08/16 00:00:00+00,,-35.18273999999997,149.13269400000001,,AMBULANCE STATION,GAACT715320316,31 ANTHONY ROLFE AVENUE,1,2912,GUNGAHLIN,41,-35.18263450999996,149.1322586000001
149.194306,-35.2445509999999,930,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,AFP - ACT - MAJURA POLICE COMPLEX,OPERATIONAL,TAMBREET STREET,MAJURA,AUSTRALIAN CAPITAL TERRITORY,2609,WWW.AFP.GOV.AU,,WWW.AFP.GOV.AU,,,2018/08/16 00:00:00+00,,-35.244550999999944,149.1943060000001,,,GAACT716974975,10 TAMBREET STREET,1,2609,MAJURA,55,-35.24424186999994,149.19383687000004
149.142186,-35.2098339999999,931,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,AFP - ACT - EXHIBIT MANAGEMENT CENTRE AND FIREARMS REGISTRY,OPERATIONAL,86 VICAR STREET,MITCHELL,AUSTRALIAN CAPITAL TERRITORY,2911,WWW.AFP.GOV.AU,,WWW.AFP.GOV.AU,,,2018/08/16 00:00:00+00,,-35.209833999999944,149.14218600000004,,,GAACT714851833,86 VICARS STREET,1,2911,MITCHELL,129,-35.20979984999997,149.1407677100001
149.088642,-35.3453499999999,932,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,AFP - ACT - WODEN POLICE STATION,OPERATIONAL,35 CALLAM STREET,PHILLIP,AUSTRALIAN CAPITAL TERRITORY,2606,WWW.AFP.GOV.AU,,WWW.AFP.GOV.AU,,,2018/08/16 00:00:00+00,,-35.34534999999994,149.08864200000005,,POLICE STATION,GAACT716581738,35 CALLAM STREET,1,2606,PHILLIP,3,-35.34532305999994,149.08863227000006
149.088660533,-35.345341415,933,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,WODEN POLICE STATION,OPERATIONAL,35 CALLAM STREET,PHILLIP,AUSTRALIAN CAPITAL TERRITORY,2606,ACT EMERGENCY SERVICES AGENCY,,ACT EMERGENCY SERVICES AGENCY,,,2018/05/31 00:00:00+00,,-35.34534141499995,149.08866053300005,,POLICE STATION,GAACT716581738,35 CALLAM STREET,1,2606,PHILLIP,3,-35.34532305999994,149.08863227000006
149.099754113,-35.29883441,934,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,ACT WATER POLICE,OPERATIONAL,16 ALEXANDRINA DRIVE,YARRALUMLA,AUSTRALIAN CAPITAL TERRITORY,2600,ACT EMERGENCY SERVICES AGENCY,,ACT EMERGENCY SERVICES AGENCY,,,2018/05/31 00:00:00+00,,-35.298834409999984,149.09975411300002,,WATER POLICE,GAACT714898557,16 ALEXANDRINA DRIVE,2,2600,YARRALUMLA,38,-35.299015879999956,149.09940100000006
138.598360209,-34.9228324339999,935,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,HINDLEY STREET POLICE STATION,OPERATIONAL,30 HINDLEY STREET,ADELAIDE,SOUTH AUSTRALIA,5000,HTTP://WWW.POLICE.SA.GOV.AU,,HTTP://WWW.POLICE.SA.GOV.AU,,,2018/08/18 00:00:00+00,,-34.92283243399993,138.59836020900002,,,GASA_415485838,30 HINDLEY STREET,1,5000,ADELAIDE,20,-34.92268455999994,138.59823142000005
138.602997847,-34.928064311,936,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,ADELAIDE POLICE STATION,OPERATIONAL,44-64 WAKEFIELD STREET,ADELAIDE,SOUTH AUSTRALIA,5000,HTTP://WWW.POLICE.SA.GOV.AU,,HTTP://WWW.POLICE.SA.GOV.AU,,,2018/08/18 00:00:00+00,,-34.92806431099996,138.6029978470001,,,GASA_422370044,44-72 WAKEFIELD STREET,0,5000,ADELAIDE,14,-34.928178609999975,138.60292532000005
138.597456,-34.924905,937,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,AFP - SA - ADELAIDE OFFICE,OPERATIONAL,LEVEL 8 - 55 CURRIE STREET,ADELAIDE,SOUTH AUSTRALIA,5000,WWW.AFP.GOV.AU,,WWW.AFP.GOV.AU,,,2018/08/16 00:00:00+00,,-34.92490499999997,138.59745600000008,,,GASA_424434529,55 CURRIE STREET,0,5000,ADELAIDE,31,-34.92491972999994,138.5971196900001
138.604952984,-34.92951256,938,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,STATE HEADQUARTERS,OPERATIONAL,110-118 ANGAS STREET,ADELAIDE,SOUTH AUSTRALIA,5000,HTTP://WWW.POLICE.SA.GOV.AU,,HTTP://WWW.POLICE.SA.GOV.AU,,,2018/08/18 00:00:00+00,,-34.92951255999998,138.60495298400008,,,GASA_718981021,110-132 ANGAS STREET,0,5000,ADELAIDE,37,-34.929457139999954,138.6053504900001
138.541696,-34.933802,939,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,AFP - SA AVIATION - ADELAIDE AIRPORT,OPERATIONAL,SIR RICHARD WILLIAMS AVENUE,ADELAIDE AIRPORT,SOUTH AUSTRALIA,5950,WWW.AFP.GOV.AU,,WWW.AFP.GOV.AU,,,2018/08/16 00:00:00+00,,-34.93380199999996,138.54169600000012,,,GASA_422047023,1 CORBETT COURT,0,5950,ADELAIDE AIRPORT,83,-34.93408963999997,138.54253528000004
138.460341166,-35.274692261,940,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,ALDINGA POLICE STATION,OPERATIONAL,LOT 34 MCRAE STREET,ALDINGA BEACH,SOUTH AUSTRALIA,5173,HTTP://WWW.POLICE.SA.GOV.AU,,HTTP://WWW.POLICE.SA.GOV.AU,,,2018/08/18 00:00:00+00,,-35.274692260999984,138.46034116600003,,,GASA_424191274,LOT 34 MCRAE STREET,-1,5173,ALDINGA BEACH,4,-35.27465935999993,138.46034858000007
137.163028933,-30.451353417,941,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,ANDAMOOKA POLICE STATION,OPERATIONAL,PT LT 565 OPAL CREEK BLVD,ANDAMOOKA,SOUTH AUSTRALIA,5722,HTTP://WWW.POLICE.SA.GOV.AU,,HTTP://WWW.POLICE.SA.GOV.AU,,,2018/08/18 00:00:00+00,,-30.45135341699995,137.16302893300008,,,GASA_425393369,LOT 565 OPAL CREEK BOULEVARD,1,5722,ANDAMOOKA,11,-30.451367079999955,137.1631418600001
137.916882214,-34.422415682,942,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,ARDROSSAN POLICE STATION,OPERATIONAL,6 FOURTH STREET,ARDROSSAN,SOUTH AUSTRALIA,5571,HTTP://WWW.POLICE.SA.GOV.AU,,HTTP://WWW.POLICE.SA.GOV.AU,,,2018/08/18 00:00:00+00,,-34.42241568199995,137.9168822140001,,ARDROSSAN POLICE STATION,GASA_415708884,6 FOURTH STREET,2,5571,ARDROSSAN,0,-34.42241567999997,137.91688221000004
145.111642,-17.1512359999999,943,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,DIMBULAH STATION,OPERATIONAL,,DIMBULAH,QUEENSLAND,4872,HTTP://DATA.QLD.GOV.AU,,HTTP://DATA.QLD.GOV.AU,,,2018/07/04 00:00:00+00,,-17.151235999999926,145.11164200000007,,,GAQLD155256910,13 HAMBLING STREET,1,4872,DIMBULAH,10,-17.15117012999997,145.1117066700001
138.829492,-17.938773,944,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,DOOMADGEE STATION,OPERATIONAL,,DOOMADGEE,QUEENSLAND,4830,HTTP://DATA.QLD.GOV.AU,,HTTP://DATA.QLD.GOV.AU,,,2018/07/04 00:00:00+00,,-17.93877299999997,138.82949200000007,,,GAQLD719332238,LOT 116 GOODEEDAWA ROAD,0,4830,DOOMADGEE,60,-17.938611839999965,138.82895615000007
137.745128519,-35.084544523,945,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,EDITHBURGH POLICE STATION,OPERATIONAL,20 EDITH STREET,EDITHBURGH,SOUTH AUSTRALIA,5583,HTTP://WWW.POLICE.SA.GOV.AU,,HTTP://WWW.POLICE.SA.GOV.AU,,,2018/08/18 00:00:00+00,,-35.08454452299998,137.7451285190001,,EDITHBURGH POLICE STATION,GASA_423696695,20 EDITH STREET,1,5583,EDITHBURGH,9,-35.08447359999997,137.74516638000011
138.670705705,-34.715460439,946,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,ELIZABETH POLICE STATION,OPERATIONAL,17-19 FROBISHER ROAD,ELIZABETH,SOUTH AUSTRALIA,5112,HTTP://WWW.POLICE.SA.GOV.AU,,HTTP://WWW.POLICE.SA.GOV.AU,,,2018/08/18 00:00:00+00,,-34.71546043899997,138.67070570500005,,,GASA_425437804,17-19 FROBISHER ROAD,0,5112,ELIZABETH,0,-34.715460449999966,138.67070566000007
134.887638722,-33.6478485819999,947,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,ELLISTON POLICE STATION,OPERATIONAL,23 BEACH TERRACE,ELLISTON,SOUTH AUSTRALIA,5670,HTTP://WWW.POLICE.SA.GOV.AU,,HTTP://WWW.POLICE.SA.GOV.AU,,,2018/08/18 00:00:00+00,,-33.64784858199994,134.88763872200002,,,GASA_415701180,23 BEACH TERRACE,1,5670,ELLISTON,16,-33.64796430999996,134.8875443500001
139.08516162,-34.172308662,948,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,EUDUNDA POLICE STATION,OPERATIONAL,6 WEIGALL STREET,EUDUNDA,SOUTH AUSTRALIA,5374,HTTP://WWW.POLICE.SA.GOV.AU,,HTTP://WWW.POLICE.SA.GOV.AU,,,2018/08/18 00:00:00+00,,-34.17230866199998,139.08516162,,,GASA_415552912,6 WEIGALL STREET,2,5374,EUDUNDA,26,-34.17251041999998,139.08529662
138.656340296,-34.9049919679999,949,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,FIRLE POLICE STATION,OPERATIONAL,171 GLYNBURN ROAD,FIRLE,SOUTH AUSTRALIA,5070,HTTP://WWW.POLICE.SA.GOV.AU,,HTTP://WWW.POLICE.SA.GOV.AU,,,2018/08/18 00:00:00+00,,-34.90499196799993,138.65634029600005,,,GASA_415073752,171 GLYNBURN ROAD,1,5070,FIRLE,9,-34.90492521999994,138.65627889000007
138.811240978,-34.4546067749999,950,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,FREELING POLICE STATION,OPERATIONAL,PT LT 45 HANSON STREET,FREELING,SOUTH AUSTRALIA,5372,HTTP://WWW.POLICE.SA.GOV.AU,,HTTP://WWW.POLICE.SA.GOV.AU,,,2018/08/18 00:00:00+00,,-34.454606774999945,138.81124097800011,,,GASA_425456746,20 HANSON STREET,2,5372,FREELING,31,-34.45461373999996,138.81157883000003
139.851996449,-36.82851528,951,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,KINGSTON SE POLICE STATION,OPERATIONAL,COOKE STREET,KINGSTON SE,SOUTH AUSTRALIA,5275,HTTP://WWW.POLICE.SA.GOV.AU,,HTTP://WWW.POLICE.SA.GOV.AU,,,2018/08/18 00:00:00+00,,-36.828515279999976,139.851996449,,,GASA_424641070,LOT 1 COOKE STREET,0,5275,KINGSTON SE,46,-36.828251309999985,139.8515961600001
140.513717794,-35.330213762,952,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,LAMEROO POLICE STATION,OPERATIONAL,PT LT 103 RAILWAY NORTH TERRACE,LAMEROO,SOUTH AUSTRALIA,5302,HTTP://WWW.POLICE.SA.GOV.AU,,HTTP://WWW.POLICE.SA.GOV.AU,,,2018/08/18 00:00:00+00,,-35.33021376199997,140.51371779400006,,,GASA_425583557,LOT 103 RAILWAY TERRACE,-1,5302,LAMEROO,0,-35.330211599999984,140.5137137800001
138.397075769,-30.5875404559999,953,EMERGENCY FACILITY,"An emergency management facility from which a particular agency’s resources are commanded, coordinated and assigned to an incident or emergency",POLICING FACILITY,LEIGHCREEK POLICE STATION,OPERATIONAL,COOLABAH STREET,LEIGH CREEK,SOUTH AUSTRALIA,5731,HTTP://WWW.POLICE.SA.GOV.AU,,HTTP://WWW.POLICE.SA.GOV.AU,,,2018/08/18 00:00:00+00,,-30.587540455999942,138.39707576900003,,,GASA_719513189,18 COOLABAH STREET,0,5731,LEIGH CREEK,0,-30.587540459999957,138.39707577000001
